SAMN14823672,SRR12564404 SRR12763220 SRR12763221 SRR12763222 SRR12763223 SRR12763240 SRR12763241
SAMN09202771,SRR7188512
SAMN15500044,
SAMEA6595242,
SAMEA6595246,
SAMN15447143,SRR25949938
SAMN06029893,
SAMN03384316,SRR2014554 SRR5282566
SAMN14966947,
SAMN03252425,
SAMN03252436,
SAMN03252422,
SAMN03252428,
SAMN03252437,
SAMN03252430,
SAMN03252424,
SAMN03252439,
SAMN03252449,
SAMN03252456,
SAMN03252454,
SAMN03252445,
SAMN03252429,
SAMN03252441,
SAMN05853574,
SAMN14966948,
SAMN03294311,
SAMN05511150,SRR3999098
SAMN11130353,
SAMN04396805,
SAMN05252777,
SAMN04505873,
SAMN06924970,
SAMN04014991,SRR4025998 SRR5168503 SRR5168504 SRR5168505
SAMN06808253,SRR5482170
SAMN07192704,
SAMN15543098,
SAMN15566562,
SAMN05417814,
SAMN07251590,
SAMN14278029,
SAMD00194346,DRR199182
SAMD00194371,DRR199207
SAMD00194372,DRR199208
SAMD00194523,DRR199359
SAMD00194357,DRR199193
SAMD00194414,DRR199250
SAMD00194455,DRR199291
SAMD00194621,DRR199457
SAMD00194507,DRR199343
SAMN15548965,
SAMN15566561,
SAMD00194467,DRR199303
SAMD00194555,DRR199391
SAMD00194427,DRR199263
SAMN15086849,SRR11909878
SAMN13613898,SRR10834226
SAMD00194468,DRR199304
SAMD00194535,DRR199371
SAMN14278031,
SAMN15595090,
SAMD00194413,DRR199249
SAMN14278030,
SAMD00194600,DRR199436
SAMN14278028,
SAMD00194481,DRR199317
SAMD00194704,DRR199540
SAMD00194604,DRR199440
SAMD00194506,DRR199342
SAMD00194483,DRR199319
SAMD00194451,DRR199287
SAMD00194553,DRR199389
SAMD00194629,DRR199465
SAMD00194426,DRR199262
SAMN13613889,SRR10834220
SAMD00194359,DRR199195
SAMN11506046,SRR9333755
SAMN15693146,SRR12376429
SAMN15693150,SRR12376431
SAMN07618123,
SAMN15889824,SRR12506200
SAMN15693147,SRR12376427
SAMN15693148,SRR12376425
SAMN15693149,SRR12376423
SAMN15693145,SRR12376433
SAMN15903653,
SAMN14164122,
SAMN03276543,
SAMN06928086,SRR5688555
SAMN06920354,
SAMN15421091,
SAMN14278032,
SAMN16073343,
SAMN16077358,SRR12844969
SAMN07977663,
SAMN16077359,SRR12844971
SAMN15871861,
SAMN15455438,
SAMN16231001,SRR21634505
SAMEA7287978,
SAMEA7287971,
SAMEA7287982,
SAMEA7287973,
SAMN16090665,
SAMN16090672,
SAMN16090673,
SAMN16090669,
SAMEA7287972,
SAMN16279676,SRR21620895
SAMN16242922,
SAMN16090671,
SAMD00194534,DRR199370
SAMN16090668,
SAMN15423745,SRR12207194
SAMN16202109,
SAMN16237063,SRR13823734
SAMN16090666,
SAMN16090663,
SAMN16090670,
SAMN16090664,
SAMN16090667,
SAMN16090674,
SAMN16277032,
SAMN16435111,SRR12844973
SAMN16393371,
SAMN12285857,SRR10426898
SAMN16622485,
SAMN09852207,
SAMN16304268,
SAMN16520638,
SAMN16304231,
SAMN16304267,
SAMN16304229,
SAMN16304132,
SAMN16304147,
SAMN16304193,
SAMN16304205,
SAMN16304185,
SAMN16304239,
SAMN16304175,
SAMN15391109,
SAMN13747522,
SAMN13450471,SRR12047138
SAMN13450474,SRR12047143
SAMN13450476,SRR12047202
SAMN13450473,SRR12047141
SAMN16357227,SRR12825961
SAMN13450475,SRR12047193
SAMN16393114,
SAMN16357228,SRR12825963
SAMN16072565,
SAMN15945290,SRR13674116
SAMN15945289,SRR13674117
SAMN17151035,
SAMD00197820,
SAMEA7368281,
SAMEA7368283,
SAMN14049568,SRR11318814
SAMD00196013,DRR199818
SAMEA7368284,
SAMEA7368288,
SAMD00196001,DRR199806
SAMD00196004,DRR199809
SAMEA3357475,ERR1023714
SAMD00197816,
SAMEA7368282,
SAMEA7368285,
SAMD00196006,DRR199811
SAMD00195939,DRR199744
SAMEA3357523,ERR1015416
SAMEA3357417,ERR1015350
SAMEA3357527,ERR1015419
SAMEA3357369,ERR1015326
SAMEA3357457,ERR1015365
SAMEA3357480,ERR1015376
SAMD00233763,
SAMN17293653,
SAMN13948677,SRR11148648
SAMN16357246,SRR12931595
SAMN17348805,
SAMD00196008,DRR199813
SAMD00195871,DRR199676
SAMD00195931,DRR199736
SAMEA3357384,ERR1015333
SAMN13948684,SRR11148636
SAMEA3357504,ERR1015399
SAMEA3357519,ERR1015413
SAMEA3357407,ERR1015345
SAMEA3357452,ERR1023706
SAMEA3357463,ERR1023710
SAMEA3357530,ERR1015422
SAMEA3357497,ERR1015392
SAMEA3357386,ERR1015334
SAMEA3357485,ERR1015380
SAMEA3357393,ERR1015337
SAMEA3357499,ERR1015394
SAMN14503865,SRR11476987
SAMD00260480,DRR258151
SAMN06236809,
SAMEA7368286,
SAMN17373205,
SAMN17373195,
SAMN17373176,
SAMN17373187,
SAMN17373201,
SAMN17373199,
SAMN17373183,
SAMN17373189,
SAMN17373193,
SAMN17373181,
SAMN17373188,
SAMN17373178,
SAMN17373198,
SAMN17373185,
SAMN17373202,
SAMN17373177,
SAMN17265879,
SAMEA7287980,
SAMN16387487,
SAMN17349263,
SAMN17373203,
SAMN17373191,
SAMN17373186,
SAMN17373197,
SAMN17373204,
SAMN17373200,
SAMN17373182,
SAMN16357513,SRR13670651
SAMN16357422,SRR13670134
SAMN16357430,SRR13673606
SAMN16357514,SRR13672844
SAMN16357434,SRR13673795
SAMN17863559,
SAMN16357421,SRR13670130
SAMN06236803,
SAMN17373184,
SAMN15896202,SRR12509877
SAMN16357397,SRR13182790
SAMN17833045,
SAMN16357408,SRR13183024
SAMN16357399,SRR13182825
SAMN16357409,SRR13183022
SAMN13017016,
SAMN16357393,SRR13182697
SAMN16357390,SRR13182676
SAMN16357392,SRR13182692
SAMN16357431,SRR13673680
SAMN16357443,SRR13673894
SAMN17373190,
SAMN17373194,
SAMN17373172,
SAMN17373180,
SAMN17373192,
SAMN17373196,
SAMN17373173,
SAMN16357391,SRR13182689
SAMN16357407,SRR13182993
SAMN16357398,SRR13182812
SAMN16357429,SRR13672951
SAMN17373165,
SAMN13476489,
SAMN17373164,
SAMN16357406,SRR13182991
SAMN06236835,
SAMN16357396,SRR13182787
SAMN17832021,
SAMN16357410,SRR13183038
SAMN16357403,SRR13182986
SAMN17833238,
SAMN17833015,
SAMN17497583,
SAMN16357437,SRR13673800
SAMN16357440,SRR13673807
SAMN16357441,SRR13673852
SAMN16357426,SRR13672857
SAMN16357428,SRR13672887
SAMN16357425,SRR13672847
SAMN13031455,
SAMN13164804,
SAMN06240306,
SAMN16357395,SRR13182721
SAMN16357400,SRR13182827
SAMN16357444,SRR13673896
SAMN16357515,SRR13670813
SAMN16357427,SRR13672858
SAMN16357446,SRR13673899
SAMN16357442,SRR13673892
SAMN16357445,SRR13673897
SAMN16357419,SRR13670064
SAMN16357418,SRR13670001
SAMN16357479,SRR13669977
SAMN17833041,
SAMN16387501,
SAMN16387511,
SAMN16357439,SRR13673804
SAMN16357435,SRR13673797
SAMN16357433,SRR13673744
SAMN16357424,SRR13670663
SAMN16357423,SRR13670629
SAMN16357432,SRR13673739
SAMN16357438,SRR13673802
SAMN16387507,
SAMN16387362,
SAMN16387502,
SAMN16357402,SRR13182983
SAMN16357404,SRR13182987
SAMN16357394,SRR13182719
SAMN16357401,SRR13182829
SAMN16357512,SRR13670660
SAMN17807537,SRR13766681
SAMN17807536,SRR13766683
SAMN17807535,SRR13766690
SAMN16387489,
